timestamp,month,amount,balance_after
2026-01-01T00:00:00+00:00,2025-12,116.09489208321293,2000.0
2026-02-01T00:00:00+00:00,2026-01,30.16117858434791,2000.0
2026-04-01T00:00:00+00:00,2026-03,420.31542195152724,2000.0
2026-05-01T00:00:00+00:00,2026-04,248.6249854059056,2000.0
2026-05-16T23:55:00+00:00,2026-05,37.7703227242323,2000.0
