timestamp,month,amount,balance_after
2025-12-01T00:00:00+00:00,2025-11,500.0,1478.2804722963965
2026-01-01T00:00:00+00:00,2025-12,500.0,1081.263021244686
2026-02-01T00:00:00+00:00,2026-01,500.0,597.5691047848909
2026-03-01T00:00:00+00:00,2026-02,500.0,84.57354452031848
2026-04-01T00:00:00+00:00,2026-03,104.62259398016356,0.0
