symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,87384.77501031866,67384.77501031866,336.92387505159326,535,30.467289719626166,1.3172023166277476,3820.285017331495,-1330.7326143703349,1439,904,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_current_no_cap_no_trailing_20k_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,26580.608236869728,6580.608236869728,32.903041184348645,311,59.163987138263664,1.137514176144416,339.6712465901608,-429.6841269365534,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_current_no_cap_no_trailing_20k_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
