symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,89511.98990764326,69511.98990764326,347.5599495382163,695,29.640287769784173,1.2272989438557045,3854.5832974580126,-1304.427511830232,1339,644,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_btc4_no_cap_no_trailing_20k_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,29927.435308891672,9927.435308891672,49.63717654445836,374,59.893048128342244,1.1701821922744604,366.9281491610214,-464.16410868866035,701,327,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_btc4_no_cap_no_trailing_20k_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
