symbol,status,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
GBPJPY,ok,10000.0,10634.289461183227,634.2894611832271,6.342894611832271,40,85.0,3.0340976496474896,52.36478905432879,-52.51814835553731,48,8,/Users/vishaljani/Documents/CapitalAlgo/reports/fresh_fx_pullback_core3/individual_runs/GBPJPY_MINUTE_20260217T000000_20260515T205900
EURJPY,ok,10000.0,10293.690293181284,293.6902931812838,2.936902931812838,37,78.37837837837837,1.7176023729208503,51.15985702641981,-51.671455596684,48,11,/Users/vishaljani/Documents/CapitalAlgo/reports/fresh_fx_pullback_core3/individual_runs/EURJPY_MINUTE_20260217T000000_20260515T205900
EURUSD,ok,10000.0,10197.49881595949,197.49881595949046,1.9749881595949048,31,80.64516129032258,1.9807451416038369,50.306810854262736,-50.73216465871454,45,14,/Users/vishaljani/Documents/CapitalAlgo/reports/fresh_fx_pullback_core3/individual_runs/EURUSD_MINUTE_20260217T000000_20260515T205900
