symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,5000.0,17722.713268544103,12722.713268544103,254.45426537088207,1042,28.023032629558543,1.1381281902806122,810.7398355726456,-282.40770939113827,1097,55,/Users/vishaljani/Documents/CapitalAlgo/reports/compare_btc_gold_dynamic_1_5_max8_5000/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T092000
GOLD,ok,mean_reversion,5000.0,9083.384562499617,4083.3845624996175,81.66769124999234,470,60.63829787234043,1.200593680607558,114.149173498732,-144.39870447589595,482,12,/Users/vishaljani/Documents/CapitalAlgo/reports/compare_btc_gold_dynamic_1_5_max8_5000/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
