symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,71167.26122487827,51167.26122487827,255.83630612439134,535,30.467289719626166,1.3497834208709165,2846.2630507537892,-1069.6144712811315,1439,904,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_gold_dynamic_1_5_20k_cap1000_no_trailing_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,26131.678314413606,6131.678314413606,30.658391572068034,311,59.163987138263664,1.1332454132451986,332.4738156654836,-420.57937681683666,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_gold_dynamic_1_5_20k_cap1000_no_trailing_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
