instrument,action,size,entry_price,stop_loss,take_profit,entry_time,exit_price,exit_time,pnl,exit_reason
BTCUSD,SELL,0.31386615850242233,91027.1,91186.40357142857,90549.1892857143,2025-11-18T12:10:00+00:00,91186.40357142857,2025-11-18T12:15:00+00:00,-50.0,stop_loss
BTCUSD,BUY,0.27324440957237195,91707.65,91525.57857142856,92253.86428571428,2025-11-18T12:40:00+00:00,91525.57857142856,2025-11-18T12:50:00+00:00,-49.75,stop_loss
BTCUSD,SELL,0.2820354468500619,91135.65,91311.16428571429,90609.10714285713,2025-11-19T14:05:00+00:00,91311.16428571429,2025-11-19T14:10:00+00:00,-49.50125,stop_loss
BTCUSD,SELL,0.250915129268784,91061.9,91258.19642857142,90473.0107142857,2025-11-19T14:25:00+00:00,91258.19642857142,2025-11-19T14:30:00+00:00,-49.25374375,stop_loss
BTCUSD,SELL,0.16285997612957617,90963.15,91264.06785714286,90060.39642857142,2025-11-20T14:00:00+00:00,91264.06785714286,2025-11-20T14:20:00+00:00,-49.00747503125001,stop_loss
BTCUSD,SELL,0.11986517548268409,90308.65,90715.46071428571,89088.21785714285,2025-11-20T15:10:00+00:00,90715.46071428571,2025-11-20T15:20:00+00:00,-48.76243765609375,stop_loss
BTCUSD,SELL,0.267351815070413,85309.4,85490.87857142856,84764.96428571429,2025-11-21T07:15:00+00:00,84764.96428571429,2025-11-21T07:30:00+00:00,145.55587640343984,take_profit
BTCUSD,SELL,0.12202541002250097,83367.4,83770.97499999999,82156.675,2025-11-21T07:30:00+00:00,83770.97499999999,2025-11-21T07:35:00+00:00,-49.246404849830476,stop_loss
BTCUSD,SELL,0.2848196714031818,83765.3,83937.33928571429,83249.18214285714,2025-11-22T10:20:00+00:00,83937.33928571429,2025-11-22T11:05:00+00:00,-49.00017282558132,stop_loss
BTCUSD,BUY,0.29936729784889693,84376.05,84213.1892857143,84864.63214285715,2025-11-22T14:10:00+00:00,84213.1892857143,2025-11-22T14:45:00+00:00,-48.755171961453414,stop_loss
BTCUSD,BUY,0.4034930759405091,86093.35,85973.12142857144,86454.03571428572,2025-11-23T08:55:00+00:00,85973.12142857144,2025-11-23T11:00:00+00:00,-48.51139610164615,stop_loss
BTCUSD,BUY,0.3429750533908363,86557.4,86416.66428571429,86979.60714285713,2025-11-23T12:10:00+00:00,86416.66428571429,2025-11-23T13:10:00+00:00,-48.268839121137916,stop_loss
BTCUSD,SELL,0.289440575518157,86533.15,86699.08214285714,86035.35357142857,2025-11-24T09:05:00+00:00,86035.35357142857,2025-11-24T09:20:00+00:00,144.0824847765967,take_profit
BTCUSD,SELL,0.2693095132063243,86002.75,86183.76071428572,85459.71785714285,2025-11-24T09:20:00+00:00,86183.76071428572,2025-11-24T11:35:00+00:00,-48.747907349415215,stop_loss
BTCUSD,SELL,0.36640497996942,87394.4,87526.77857142857,86997.26428571426,2025-11-25T07:50:00+00:00,87526.77857142857,2025-11-25T08:20:00+00:00,-48.50416781266813,stop_loss
BTCUSD,SELL,0.3699627978045677,87220.85,87351.3,86829.50000000001,2025-11-25T08:45:00+00:00,86829.50000000001,2025-11-25T09:10:00+00:00,144.78494092081434,take_profit
BTCUSD,BUY,0.5491436149216518,87906.85,87817.64642857143,88174.46071428571,2025-11-26T07:55:00+00:00,87817.64642857143,2025-11-26T08:00:00+00:00,-48.985571678208856,stop_loss
BTCUSD,SELL,0.5619674807308486,87287.05,87373.78214285715,87026.85357142858,2025-11-26T09:05:00+00:00,87373.78214285715,2025-11-26T09:10:00+00:00,-48.740643819817805,stop_loss
BTCUSD,BUY,0.6468106777270574,91508.2,91433.22142857143,91733.1357142857,2025-11-27T08:50:00+00:00,91733.1357142857,2025-11-27T09:15:00+00:00,145.49082180215615,take_profit
BTCUSD,BUY,0.670925888074943,91747.05,91673.68214285714,91967.15357142857,2025-11-27T09:15:00+00:00,91673.68214285714,2025-11-27T09:20:00+00:00,-49.22439470972949,stop_loss
BTCUSD,SELL,0.5419877629581501,91155.25,91245.61785714286,90884.14642857143,2025-11-28T07:35:00+00:00,90884.14642857143,2025-11-28T07:55:00+00:00,146.9348182085347,take_profit
BTCUSD,BUY,0.6310465641319549,91834.7,91755.92142857143,92071.03571428571,2025-11-28T10:50:00+00:00,91755.92142857143,2025-11-28T11:00:00+00:00,-49.71294682722353,stop_loss
BTCUSD,SELL,0.749217082444216,90549.95,90615.97142857143,90351.8857142857,2025-11-29T08:00:00+00:00,90615.97142857143,2025-11-29T08:05:00+00:00,-49.46438209308741,stop_loss
BTCUSD,SELL,0.8624304932182209,90494.75,90551.81785714286,90323.54642857143,2025-11-29T10:15:00+00:00,90551.81785714286,2025-11-29T10:20:00+00:00,-49.21706018262197,stop_loss
BTCUSD,BUY,0.9938300331144525,90970.5,90921.225,91118.325,2025-11-30T07:10:00+00:00,91118.325,2025-11-30T08:20:00+00:00,146.91292464514106,take_profit
BTCUSD,BUY,0.6738428905480947,91331.05,91257.28571428571,91552.34285714285,2025-11-30T08:20:00+00:00,91257.28571428571,2025-11-30T08:25:00+00:00,-49.70553950493457,stop_loss
BTCUSD,SELL,0.6673717255939462,86493.25,86567.35714285714,86270.92857142858,2025-12-01T11:05:00+00:00,86270.92857142858,2025-12-01T11:40:00+00:00,148.37103542222,take_profit
