run,symbol,action,size,entry_time,exit_time,entry_price,exit_price,pnl,cum,drawdown,exit_reason
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-11-26T09:05:00+00:00,2025-11-26T09:10:00+00:00,87287.05,87373.78214285715,-43.36607143,-588.73071429,-588.73071429,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-11-26T14:25:00+00:00,2025-11-26T14:30:00+00:00,4142.280000000001,4149.529714285715,36.24857143,-552.48214286,-552.48214286,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-11-26T16:40:00+00:00,2025-11-26T18:30:00+00:00,4167.549999999999,4163.219714285713,21.65142857,-530.83071429,-530.83071429,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-11-27T08:50:00+00:00,2025-11-27T09:15:00+00:00,91508.2,91733.1357142857,112.46785714,-418.36285714,-418.36285714,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-11-27T09:15:00+00:00,2025-11-27T09:20:00+00:00,91747.05,91673.68214285714,-36.68392857,-455.04678571,-455.04678571,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-11-28T07:35:00+00:00,2025-11-28T07:55:00+00:00,91155.25,90884.14642857143,135.55178571,-319.495,-319.495,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-11-28T10:50:00+00:00,2025-11-28T11:00:00+00:00,91834.7,91755.92142857143,-39.38928571,-358.88428571,-358.88428571,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-11-28T14:15:00+00:00,2025-11-28T14:35:00+00:00,4194.03,4201.219285714285,-35.94642857,-394.83071429,-394.83071429,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-11-28T14:35:00+00:00,2025-11-28T14:40:00+00:00,4203.15,4196.474571428571,33.37714286,-361.45357143,-361.45357143,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-11-28T14:40:00+00:00,2025-11-28T15:00:00+00:00,4199.37,4192.265142857143,35.52428571,-325.92928571,-325.92928571,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-11-29T08:00:00+00:00,2025-11-29T08:05:00+00:00,90549.95,90615.97142857143,-33.01071429,-358.94,-358.94,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-11-29T10:15:00+00:00,2025-11-29T10:20:00+00:00,90494.75,90551.81785714286,-28.53392857,-387.47392857,-387.47392857,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-11-30T07:10:00+00:00,2025-11-30T08:20:00+00:00,90970.5,91118.325,73.9125,-313.56142857,-313.56142857,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-11-30T08:20:00+00:00,2025-11-30T08:25:00+00:00,91331.05,91257.28571428571,-36.88214286,-350.44357143,-350.44357143,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-01T11:05:00+00:00,2025-12-01T11:40:00+00:00,86493.25,86270.92857142858,111.16071429,-239.28285714,-239.28285714,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-01T11:40:00+00:00,2025-12-01T12:05:00+00:00,86278.8,86047.99285714286,115.40357143,-123.87928571,-123.87928571,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-01T14:40:00+00:00,2025-12-01T14:45:00+00:00,4225.23,4233.789428571428,42.79714286,-81.08214286,-81.08214286,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-02T10:40:00+00:00,2025-12-02T10:50:00+00:00,87049.6,87348.26071428572,149.33035714,68.24821429,0.0,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-02T13:50:00+00:00,2025-12-02T14:05:00+00:00,87712.15,88121.76785714286,204.80892857,273.05714286,0.0,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-02T14:15:00+00:00,2025-12-02T14:40:00+00:00,4224.26,4218.485428571429,28.87285714,301.93,0.0,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-02T15:25:00+00:00,2025-12-02T15:50:00+00:00,4188.299999999999,4177.44857142857,-54.25714286,247.67285714,-54.25714286,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-02T15:50:00+00:00,2025-12-02T16:30:00+00:00,4171.33,4181.174285714285,49.22142857,296.89428571,-5.03571429,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-03T09:55:00+00:00,2025-12-03T10:00:00+00:00,93207.15,93078.74642857142,-64.20178571,232.6925,-69.2375,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-03T10:20:00+00:00,2025-12-03T10:25:00+00:00,93376.85,93264.20000000001,-56.325,176.3675,-125.5625,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-03T13:15:00+00:00,2025-12-03T13:45:00+00:00,4220.860000000001,4225.834642857143,-24.87321429,151.49428571,-150.43571429,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-03T13:45:00+00:00,2025-12-03T13:50:00+00:00,4226.71,4232.712142857143,-30.01071429,121.48357143,-180.44642857,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-03T13:50:00+00:00,2025-12-03T14:05:00+00:00,4236.049999999999,4230.561714285714,27.44142857,148.925,-153.005,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-04T07:55:00+00:00,2025-12-04T08:05:00+00:00,93411.85,93314.75714285715,-48.54642857,100.37857143,-201.55142857,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-04T11:25:00+00:00,2025-12-04T12:40:00+00:00,93023.55,93113.03214285715,-44.74107143,55.6375,-246.2925,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-04T16:15:00+00:00,2025-12-04T16:35:00+00:00,4217.33,4211.570857142857,28.79571429,84.43321429,-217.49678571,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-05T07:25:00+00:00,2025-12-05T07:40:00+00:00,92484.85,92396.86428571428,-43.99285714,40.44035714,-261.48964286,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-05T09:10:00+00:00,2025-12-05T09:15:00+00:00,91901.85,91640.66785714285,130.59107143,171.03142857,-130.89857143,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-05T13:35:00+00:00,2025-12-05T13:40:00+00:00,4236.15,4231.362857142857,23.93571429,194.96714286,-106.96285714,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-05T15:30:00+00:00,2025-12-05T15:50:00+00:00,4252.54,4246.055714285714,32.42142857,227.38857143,-74.54142857,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-05T16:10:00+00:00,2025-12-05T16:25:00+00:00,4203.74,4213.444571428571,48.52285714,275.91142857,-26.01857143,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-06T08:20:00+00:00,2025-12-06T09:10:00+00:00,89420.2,89484.00357142856,-31.90178571,244.00964286,-57.92035714,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-06T13:40:00+00:00,2025-12-06T13:45:00+00:00,89782.45,89742.21785714285,-20.11607143,223.89357143,-78.03642857,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-07T07:15:00+00:00,2025-12-07T08:10:00+00:00,89422.55,89229.88571428572,96.33214286,320.22571429,0.0,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-07T09:20:00+00:00,2025-12-07T09:25:00+00:00,89132.2,89203.89642857143,-35.84821429,284.3775,-35.84821429,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-08T07:25:00+00:00,2025-12-08T07:45:00+00:00,91703.55,91599.77857142857,-51.88571429,232.49178571,-87.73392857,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-08T09:00:00+00:00,2025-12-08T10:05:00+00:00,91959.35,91846.51785714287,-56.41607143,176.07571429,-144.15,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-08T15:05:00+00:00,2025-12-08T15:20:00+00:00,4180.51,4188.3640000000005,39.27,215.34571429,-104.88,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-08T16:00:00+00:00,2025-12-08T16:15:00+00:00,4179.4400000000005,4187.838285714286,41.99142857,257.33714286,-62.88857143,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-08T19:00:00+00:00,2025-12-08T20:05:00+00:00,4185.530000000001,4189.028857142858,17.49428571,274.83142857,-45.39428571,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-09T09:25:00+00:00,2025-12-09T10:35:00+00:00,90310.55,90042.62857142858,133.96071429,408.79214286,0.0,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-09T10:35:00+00:00,2025-12-09T10:40:00+00:00,90014.7,90109.72142857143,-47.51071429,361.28142857,-47.51071429,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-09T16:10:00+00:00,2025-12-09T16:20:00+00:00,4218.58,4211.157142857142,37.11428571,398.39571429,-10.39642857,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-09T16:40:00+00:00,2025-12-09T16:55:00+00:00,4219.24,4212.617714285714,33.11142857,431.50714286,0.0,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-09T19:05:00+00:00,2025-12-09T19:20:00+00:00,4211.66,4208.448285714286,16.05857143,447.56571429,0.0,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-10T07:55:00+00:00,2025-12-10T08:00:00+00:00,92800.35,92724.15000000001,-38.1,409.46571429,-38.1,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-10T09:45:00+00:00,2025-12-10T10:00:00+00:00,92836.8,93108.05357142858,135.62678571,545.0925,0.0,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-10T18:35:00+00:00,2025-12-10T18:50:00+00:00,4192.42,4195.3745714285715,14.77285714,559.86535714,0.0,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-10T19:05:00+00:00,2025-12-10T19:10:00+00:00,4216.02,4210.486285714286,27.66857143,587.53392857,0.0,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-11T12:05:00+00:00,2025-12-11T12:20:00+00:00,90185.85,90243.78214285715,-28.96607143,558.56785714,-28.96607143,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-11T12:55:00+00:00,2025-12-11T13:00:00+00:00,90036.35,90114.3892857143,-39.01964286,519.54821429,-67.98571429,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-11T14:20:00+00:00,2025-12-11T14:35:00+00:00,4230.870000000001,4239.07392857143,-41.01964286,478.52857143,-109.00535714,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-11T14:35:00+00:00,2025-12-11T14:45:00+00:00,4239.969999999999,4233.224285714285,33.72857143,512.25714286,-75.27678571,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-11T15:55:00+00:00,2025-12-11T16:45:00+00:00,4256.129999999999,4265.243571428571,-45.56785714,466.68928571,-120.84464286,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-12T09:55:00+00:00,2025-12-12T10:45:00+00:00,92539.1,92432.00714285715,-53.54642857,413.14285714,-174.39107143,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-12T13:15:00+00:00,2025-12-12T13:20:00+00:00,92509.2,92424.11428571428,-42.54285714,370.6,-216.93392857,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-12T13:55:00+00:00,2025-12-12T14:30:00+00:00,4341.07,4334.601142857142,32.34428571,402.94428571,-184.58964286,take_profit
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-12T16:00:00+00:00,2025-12-12T17:40:00+00:00,4277.280000000001,4293.918857142858,83.19428571,486.13857143,-101.39535714,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-13T11:40:00+00:00,2025-12-13T11:45:00+00:00,90367.2,90410.81428571428,-21.80714286,464.33142857,-123.2025,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-13T12:45:00+00:00,2025-12-13T13:00:00+00:00,90314.05,90372.77857142857,-29.36428571,434.96714286,-152.56678571,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-14T09:30:00+00:00,2025-12-14T10:10:00+00:00,90075.3,89958.79285714286,58.25357143,493.22071429,-94.31321429,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-14T10:10:00+00:00,2025-12-14T10:15:00+00:00,89825.8,89873.36785714286,-23.78392857,469.43678571,-118.09714286,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-15T09:00:00+00:00,2025-12-15T09:10:00+00:00,89924.5,89837.54285714286,-43.47857143,425.95821429,-161.57571429,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-15T14:30:00+00:00,2025-12-15T14:35:00+00:00,89075.6,89216.51785714287,-70.45892857,355.49928571,-232.03464286,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-15T16:20:00+00:00,2025-12-15T17:45:00+00:00,4295.51,4305.72542857143,51.07714286,406.57642857,-180.9575,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-16T07:40:00+00:00,2025-12-16T07:45:00+00:00,85882.9,85998.85714285713,-57.97857143,348.59785714,-238.93607143,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-16T10:35:00+00:00,2025-12-16T10:40:00+00:00,86733.8,87052.42142857143,159.31071429,507.90857143,-79.62535714,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-16T13:05:00+00:00,2025-12-16T13:20:00+00:00,4296.24,4301.672142857143,-27.16071429,480.74785714,-106.78607143,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-16T13:20:00+00:00,2025-12-16T13:30:00+00:00,4301.0,4306.175,-25.875,454.87285714,-132.66107143,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-16T13:30:00+00:00,2025-12-16T13:40:00+00:00,4307.469999999999,4302.877428571428,22.96285714,477.83571429,-109.69821429,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-17T08:25:00+00:00,2025-12-17T10:10:00+00:00,86489.75,86611.95714285714,-61.10357143,416.73214286,-170.80178571,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-17T12:00:00+00:00,2025-12-17T12:10:00+00:00,87148.55,87050.20357142857,-49.17321429,367.55892857,-219.975,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-17T13:15:00+00:00,2025-12-17T13:30:00+00:00,4329.200000000001,4334.472500000001,-26.3625,341.19642857,-246.3375,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-17T13:30:00+00:00,2025-12-17T13:40:00+00:00,4332.719999999999,4338.456428571428,-28.68214286,312.51428571,-275.01964286,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-17T13:40:00+00:00,2025-12-17T13:45:00+00:00,4338.360000000001,4333.481142857144,24.39428571,336.90857143,-250.62535714,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-18T07:10:00+00:00,2025-12-18T08:00:00+00:00,86766.2,86677.68928571428,-44.25535714,292.65321429,-294.88071429,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-18T08:20:00+00:00,2025-12-18T09:00:00+00:00,86944.1,86851.22857142858,-46.43571429,246.2175,-341.31642857,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-18T13:05:00+00:00,2025-12-18T13:15:00+00:00,4318.49,4321.964857142857,17.37428571,263.59178571,-323.94214286,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-18T13:45:00+00:00,2025-12-18T14:00:00+00:00,4339.8099999999995,4333.945857142857,29.32071429,292.9125,-294.62142857,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-18T16:05:00+00:00,2025-12-18T16:10:00+00:00,4346.74,4355.322142857143,-42.91071429,250.00178571,-337.53214286,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-19T07:00:00+00:00,2025-12-19T07:10:00+00:00,87694.0,88128.95714285715,217.47857143,467.48035714,-120.05357143,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-19T07:10:00+00:00,2025-12-19T07:15:00+00:00,88088.95,87907.35714285714,-90.79642857,376.68392857,-210.85,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-19T15:55:00+00:00,2025-12-19T17:55:00+00:00,4347.83,4355.868928571428,-40.19464286,336.48928571,-251.04464286,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-19T18:20:00+00:00,2025-12-19T18:30:00+00:00,4354.84,4351.017142857143,19.11428571,355.60357143,-231.93035714,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-20T12:05:00+00:00,2025-12-20T12:10:00+00:00,88282.25,88239.03928571429,-21.60535714,333.99821429,-253.53571429,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-20T13:15:00+00:00,2025-12-20T13:20:00+00:00,87994.9,88050.03928571429,-27.56964286,306.42857143,-281.10535714,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-21T07:40:00+00:00,2025-12-21T07:45:00+00:00,88041.05,88068.82500000001,-13.8875,292.54107143,-294.99285714,stop_loss
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-21T08:20:00+00:00,2025-12-21T08:30:00+00:00,88199.95,88296.58214285714,48.31607143,340.85714286,-246.67678571,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-22T07:00:00+00:00,2025-12-22T08:15:00+00:00,88990.95,89272.575,140.8125,481.66964286,-105.86428571,take_profit
full_current_btc_gold_fixed,BTCUSD,BUY,0.5,2025-12-22T08:15:00+00:00,2025-12-22T08:20:00+00:00,89437.9,89749.73928571427,155.91964286,637.58928571,0.0,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-22T13:00:00+00:00,2025-12-22T13:10:00+00:00,4417.950000000001,4422.463928571429,-22.56964286,615.01964286,-22.56964286,stop_loss
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-22T13:10:00+00:00,2025-12-22T13:20:00+00:00,4425.66,4421.544857142857,20.57571429,635.59535714,-1.99392857,take_profit
full_current_btc_gold_fixed,GOLD,SELL,5.0,2025-12-22T16:05:00+00:00,2025-12-22T20:05:00+00:00,4434.74,4437.950000000001,-16.05,619.54535714,-18.04392857,max_hold
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-23T09:20:00+00:00,2025-12-23T09:40:00+00:00,87337.0,87418.87142857144,-40.93571429,578.60964286,-58.97964286,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-23T13:35:00+00:00,2025-12-23T13:40:00+00:00,87539.2,87669.73571428572,-65.26785714,513.34178571,-124.2475,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-23T14:30:00+00:00,2025-12-23T14:55:00+00:00,4457.77,4445.421785714287,-61.74107143,451.60071429,-185.98857143,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-23T14:55:00+00:00,2025-12-23T15:00:00+00:00,4446.42,4431.334285714286,-75.42857143,376.17214286,-261.41714286,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-23T15:00:00+00:00,2025-12-23T15:10:00+00:00,4434.25,4446.733428571428,62.41714286,438.58928571,-199.0,take_profit
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-24T08:20:00+00:00,2025-12-24T08:25:00+00:00,86742.75,86830.66428571429,-43.95714286,394.63214286,-242.95714286,stop_loss
full_current_btc_gold_fixed,BTCUSD,SELL,0.5,2025-12-24T08:55:00+00:00,2025-12-24T10:05:00+00:00,86726.1,86835.15714285715,-54.52857143,340.10357143,-297.48571429,stop_loss
full_current_btc_gold_fixed,GOLD,BUY,5.0,2025-12-24T13:15:00+00:00,2025-12-24T13:35:00+00:00,4480.219999999999,4484.943714285713,23.61857143,363.72214286,-273.86714286,take_profit
