instrument,action,size,entry_price,stop_loss,take_profit,entry_time,exit_price,exit_time,pnl,exit_reason
BTCUSD,SELL,0.0988716547050274,91027.1,91186.40357142857,90549.1892857143,2025-11-18T12:10:00+00:00,91186.40357142857,2025-11-18T12:15:00+00:00,-15.750607707562766,stop_loss
BTCUSD,BUY,0.0980606549893231,91707.65,91525.57857142856,92253.86428571428,2025-11-18T12:40:00+00:00,91525.57857142856,2025-11-18T12:50:00+00:00,-17.854043540556653,stop_loss
BTCUSD,SELL,0.09874761817660455,90988.3,91176.78928571429,90422.83214285714,2025-11-18T13:35:00+00:00,91176.78928571429,2025-11-18T13:40:00+00:00,-18.612868016095042,stop_loss
BTCUSD,SELL,0.09849605633285224,91135.65,91311.16428571429,90609.10714285713,2025-11-19T14:05:00+00:00,91311.16428571429,2025-11-19T14:10:00+00:00,-17.287464972935307,stop_loss
BTCUSD,SELL,0.09849039781833328,91061.9,91258.19642857142,90473.0107142857,2025-11-19T14:25:00+00:00,91258.19642857142,2025-11-19T14:30:00+00:00,-19.333313340317797,stop_loss
BTCUSD,BUY,0.09722515939937726,92157.45,91861.7357142857,93044.59285714285,2025-11-19T15:05:00+00:00,91861.7357142857,2025-11-19T15:20:00+00:00,-28.750868565244822,stop_loss
BTCUSD,SELL,0.0983594441841095,90963.15,91264.06785714286,90060.39642857142,2025-11-20T14:00:00+00:00,91264.06785714286,2025-11-20T14:20:00+00:00,-29.598113173645345,stop_loss
BTCUSD,SELL,0.09892480647543331,90308.65,90715.46071428571,89088.21785714285,2025-11-20T15:10:00+00:00,90715.46071428571,2025-11-20T15:20:00+00:00,-40.24367118284753,stop_loss
BTCUSD,SELL,0.09895888344273164,90094.55,90454.62857142858,89014.31428571428,2025-11-20T15:50:00+00:00,89014.31428571428,2025-11-20T16:05:00+00:00,106.8989201406767,take_profit
BTCUSD,SELL,0.105073539215358,85309.4,85490.87857142856,84764.96428571429,2025-11-21T07:15:00+00:00,84764.96428571429,2025-11-21T07:30:00+00:00,57.2057873752404,take_profit
BTCUSD,SELL,0.1078299574013046,83367.4,83770.97499999999,82156.675,2025-11-21T07:30:00+00:00,83770.97499999999,2025-11-21T07:35:00+00:00,-43.51747505823119,stop_loss
BTCUSD,SELL,0.10867684256294641,82537.55,82816.7357142857,81699.99285714288,2025-11-21T09:40:00+00:00,81699.99285714288,2025-11-21T10:00:00+00:00,91.02306575175525,take_profit
BTCUSD,SELL,0.10757295331682222,83765.3,83937.33928571429,83249.18214285714,2025-11-22T10:20:00+00:00,83937.33928571429,2025-11-22T11:05:00+00:00,-18.50677405080243,stop_loss
BTCUSD,BUY,0.10669559262547544,84376.05,84213.1892857143,84864.63214285715,2025-11-22T14:10:00+00:00,84213.1892857143,2025-11-22T14:45:00+00:00,-17.376520426121765,stop_loss
BTCUSD,BUY,0.10611288792465576,84765.7,84618.70714285714,85206.67857142858,2025-11-22T16:40:00+00:00,84618.70714285714,2025-11-22T16:50:00+00:00,-15.597836575725331,stop_loss
BTCUSD,BUY,0.10439498750479469,86093.35,85973.12142857144,86454.03571428572,2025-11-23T08:55:00+00:00,85973.12142857144,2025-11-23T11:00:00+00:00,-12.551260212004683,stop_loss
BTCUSD,BUY,0.10377005467355208,86557.4,86416.66428571429,86979.60714285713,2025-11-23T12:10:00+00:00,86416.66428571429,2025-11-23T13:10:00+00:00,-14.604152765949243,stop_loss
BTCUSD,BUY,0.10329916797425473,86888.35,86709.00357142858,87426.3892857143,2025-11-23T13:55:00+00:00,86709.00357142858,2025-11-23T14:15:00+00:00,-18.52633685058272,stop_loss
BTCUSD,SELL,0.10362684601303748,86533.15,86699.08214285714,86035.35357142857,2025-11-24T09:05:00+00:00,86035.35357142857,2025-11-24T09:20:00+00:00,51.58507384941118,take_profit
BTCUSD,SELL,0.10453585139202304,86002.75,86183.76071428572,85459.71785714285,2025-11-24T09:20:00+00:00,86183.76071428572,2025-11-24T11:35:00+00:00,-18.922109128935546,stop_loss
BTCUSD,SELL,0.10501839481561022,85526.5,85767.99285714286,84802.02142857142,2025-11-24T14:40:00+00:00,85767.99285714286,2025-11-24T14:50:00+00:00,-25.361192216578722,stop_loss
BTCUSD,SELL,0.10264322665639707,87394.4,87526.77857142857,86997.26428571426,2025-11-25T07:50:00+00:00,87526.77857142857,2025-11-25T08:20:00+00:00,-13.58776371159346,stop_loss
BTCUSD,SELL,0.10277736016135602,87220.85,87351.3,86829.50000000001,2025-11-25T08:45:00+00:00,86829.50000000001,2025-11-25T09:10:00+00:00,40.22191989914578,take_profit
BTCUSD,SELL,0.10346447282210851,86816.55,86944.37142857144,86433.08571428571,2025-11-25T09:10:00+00:00,86944.37142857144,2025-11-25T09:40:00+00:00,-13.2249767225123,stop_loss
BTCUSD,BUY,0.10211351377576486,87906.85,87817.64642857143,88174.46071428571,2025-11-26T07:55:00+00:00,87817.64642857143,2025-11-26T08:00:00+00:00,-9.108890119919108,stop_loss
BTCUSD,SELL,0.1027916321826105,87287.05,87373.78214285715,87026.85357142858,2025-11-26T09:05:00+00:00,87373.78214285715,2025-11-26T09:10:00+00:00,-8.915338526981271,stop_loss
BTCUSD,SELL,0.10275126154521581,87282.3,87364.10714285714,87036.87857142858,2025-11-26T09:15:00+00:00,87036.87857142858,2025-11-26T09:30:00+00:00,25.2173613959431,take_profit
BTCUSD,BUY,0.09813015935398318,91508.2,91433.22142857143,91733.1357142857,2025-11-27T08:50:00+00:00,91733.1357142857,2025-11-27T09:15:00+00:00,22.072977487258196,take_profit
BTCUSD,BUY,0.09798295518019849,91747.05,91673.68214285714,91967.15357142857,2025-11-27T09:15:00+00:00,91673.68214285714,2025-11-27T09:20:00+00:00,-7.188799458096144,stop_loss
BTCUSD,BUY,0.09789151956171195,91799.7,91709.65357142857,92069.83928571428,2025-11-27T09:30:00+00:00,91709.65357142857,2025-11-27T09:45:00+00:00,-8.814781723962053,stop_loss
BTCUSD,SELL,0.09854007834473061,91155.25,91245.61785714286,90884.14642857143,2025-11-28T07:35:00+00:00,90884.14642857143,2025-11-28T07:55:00+00:00,26.714567168107372,take_profit
BTCUSD,BUY,0.09794192208129554,91834.7,91755.92142857143,92071.03571428571,2025-11-28T10:50:00+00:00,91755.92142857143,2025-11-28T11:00:00+00:00,-7.715724704532877,stop_loss
BTCUSD,SELL,0.09862413123172858,91164.25,91294.93571428572,90772.19285714286,2025-11-28T11:15:00+00:00,91294.93571428572,2025-11-28T11:20:00+00:00,-12.888765035826923,stop_loss
BTCUSD,SELL,0.09922915486287945,90549.95,90615.97142857143,90351.8857142857,2025-11-29T08:00:00+00:00,90615.97142857143,2025-11-29T08:05:00+00:00,-6.551250559983149,stop_loss
BTCUSD,SELL,0.09925710550749076,90494.75,90551.81785714286,90323.54642857143,2025-11-29T10:15:00+00:00,90551.81785714286,2025-11-29T10:20:00+00:00,-5.664390317515064,stop_loss
BTCUSD,BUY,0.09870999909840132,90970.5,90921.225,91118.325,2025-11-30T07:10:00+00:00,91118.325,2025-11-30T08:20:00+00:00,14.591805616720888,take_profit
BTCUSD,BUY,0.09839221475619345,91331.05,91257.28571428571,91552.34285714285,2025-11-30T08:20:00+00:00,91257.28571428571,2025-11-30T08:25:00+00:00,-7.257831441337908,stop_loss
BTCUSD,BUY,0.09816744159577082,91506.9,91361.1857142857,91944.04285714285,2025-11-30T09:10:00+00:00,91361.1857142857,2025-11-30T09:25:00+00:00,-14.304398632527013,stop_loss
BTCUSD,SELL,0.103783373638699,86493.25,86567.35714285714,86270.92857142858,2025-12-01T11:05:00+00:00,86270.92857142858,2025-12-01T11:40:00+00:00,23.073267889317037,take_profit
BTCUSD,SELL,0.10416167416011342,86278.8,86355.73571428572,86047.99285714286,2025-12-01T11:40:00+00:00,86047.99285714286,2025-12-01T12:05:00+00:00,24.041258408112377,take_profit
BTCUSD,SELL,0.10463360491120208,85993.05,86092.45000000001,85694.85,2025-12-01T12:05:00+00:00,85694.85,2025-12-01T12:30:00+00:00,31.201740984520153,take_profit
BTCUSD,BUY,0.10352492834260331,87049.6,86950.04642857144,87348.26071428572,2025-12-02T10:40:00+00:00,87348.26071428572,2025-12-02T10:50:00+00:00,30.91882904517886,take_profit
BTCUSD,BUY,0.10290156010681088,87712.15,87575.6107142857,88121.76785714286,2025-12-02T13:50:00+00:00,88121.76785714286,2025-12-02T14:05:00+00:00,42.15031654760917,take_profit
BTCUSD,BUY,0.10265079487930066,88111.2,87934.22857142857,88642.11428571428,2025-12-02T14:05:00+00:00,88642.11428571428,2025-12-02T14:25:00+00:00,54.498773441347694,take_profit
BTCUSD,BUY,0.0973016465562743,93207.15,93078.74642857142,93592.3607142857,2025-12-03T09:55:00+00:00,93078.74642857142,2025-12-03T10:00:00+00:00,-12.493878923706138,stop_loss
BTCUSD,BUY,0.09706460348900153,93376.85,93264.20000000001,93714.8,2025-12-03T10:20:00+00:00,93264.20000000001,2025-12-03T10:25:00+00:00,-10.934327583035458,stop_loss
BTCUSD,BUY,0.09716247531446619,93232.15,93109.45357142856,93600.23928571428,2025-12-03T13:40:00+00:00,93109.45357142856,2025-12-03T14:00:00+00:00,-11.921488712245198,stop_loss
BTCUSD,BUY,0.09691812979797637,93411.85,93314.75714285715,93703.12857142858,2025-12-04T07:55:00+00:00,93314.75714285715,2025-12-04T08:05:00+00:00,-9.410058131027322,stop_loss
BTCUSD,SELL,0.09727716558667279,93023.55,93113.03214285715,92755.10357142857,2025-12-04T11:25:00+00:00,93113.03214285715,2025-12-04T12:40:00+00:00,-8.704569227764798,stop_loss
BTCUSD,SELL,0.09767727640598563,92602.4,92742.65,92181.65,2025-12-04T13:00:00+00:00,92742.65,2025-12-04T13:20:00+00:00,-13.699238015939484,stop_loss
BTCUSD,BUY,0.09773477021966807,92484.85,92396.86428571428,92748.80714285716,2025-12-05T07:25:00+00:00,92396.86428571428,2025-12-05T07:40:00+00:00,-8.599263568328384,stop_loss
BTCUSD,SELL,0.09831266612091837,91901.85,91988.91071428572,91640.66785714285,2025-12-05T09:10:00+00:00,91640.66785714285,2025-12-05T09:15:00+00:00,25.67751280746164,take_profit
BTCUSD,SELL,0.09896822690014347,91409.85,91528.96428571429,91052.50714285714,2025-12-05T09:15:00+00:00,91528.96428571429,2025-12-05T09:20:00+00:00,-11.788529655619781,stop_loss
