symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,106864.97975925577,86864.97975925577,434.3248987962789,540,66.85185185185185,1.9079400985081143,6143.692766823832,-1420.2788332985967,1787,1247,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_gold_dynamic_1_5_20k_cap1000_trailing_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,13448.469433659906,-6551.530566340094,-32.75765283170047,322,70.1863354037267,0.7266496992136253,698.2229151542342,-309.89835224062995,983,661,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_gold_dynamic_1_5_20k_cap1000_trailing_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
