symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,21307.43427976229,1307.4342797622885,6.537171398811442,535,30.467289719626166,1.278257292053837,106.8989201406767,-52.41322830717993,1439,904,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_current_cap_no_trailing_20k_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,20331.793641285767,331.7936412857671,1.6589682064288354,311,59.163987138263664,1.099524140026555,79.40922219884428,-93.60929886128787,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/diagnostic_current_cap_no_trailing_20k_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
