symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,10000.0,30156.60046626566,20156.60046626566,201.5660046626566,360,31.11111111111111,1.3467601075256064,1385.0285883062886,-482.451624926719,1544,1184,/Users/vishaljani/Documents/CapitalAlgo/reports/compare_max_trades_current_rerun/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T092000
GOLD,ok,mean_reversion,10000.0,13290.304118434864,3290.304118434864,32.903041184348645,311,59.163987138263664,1.1375141761444163,169.8356232950804,-214.8420634682767,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/compare_max_trades_current_rerun/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
