symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,20000.0,106864.97975925577,86864.97975925577,434.3248987962789,540,66.85185185185185,1.9079400985081143,6143.692766823832,-1420.2788332985967,1787,1247,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_trail_gold_no_trail_20k_cap1000_20260517_1611/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260517T160500
GOLD,ok,mean_reversion,20000.0,26131.678314413606,6131.678314413606,30.658391572068034,311,59.163987138263664,1.1332454132451986,332.4738156654836,-420.57937681683666,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/refreshed_btc_trail_gold_no_trail_20k_cap1000_20260517_1611/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
