instrument,action,size,entry_price,stop_loss,take_profit,entry_time,exit_price,exit_time,pnl,exit_reason
BTCUSD,SELL,0.31386615850242233,91027.1,91186.40357142857,90549.1892857143,2025-11-18T12:10:00+00:00,91186.40357142857,2025-11-18T12:15:00+00:00,-50.0,stop_loss
BTCUSD,BUY,0.27324440957237195,91707.65,91525.57857142856,92253.86428571428,2025-11-18T12:40:00+00:00,91525.57857142856,2025-11-18T12:50:00+00:00,-49.75,stop_loss
BTCUSD,SELL,0.2626210280993638,90988.3,91176.78928571429,90422.83214285714,2025-11-18T13:35:00+00:00,91176.78928571429,2025-11-18T13:40:00+00:00,-49.50125,stop_loss
BTCUSD,SELL,0.28062526961581163,91135.65,91311.16428571429,90609.10714285713,2025-11-19T14:05:00+00:00,91311.16428571429,2025-11-19T14:10:00+00:00,-49.253743750000005,stop_loss
BTCUSD,SELL,0.24966055362244013,91061.9,91258.19642857142,90473.0107142857,2025-11-19T14:25:00+00:00,91258.19642857142,2025-11-19T14:30:00+00:00,-49.00747503125001,stop_loss
BTCUSD,BUY,0.16489713217036303,92157.45,91861.7357142857,93044.59285714285,2025-11-19T15:05:00+00:00,91861.7357142857,2025-11-19T15:20:00+00:00,-48.76243765609375,stop_loss
BTCUSD,SELL,0.16123544786768362,90963.15,91264.06785714286,90060.39642857142,2025-11-20T14:00:00+00:00,91264.06785714286,2025-11-20T14:20:00+00:00,-48.51862546781329,stop_loss
BTCUSD,SELL,0.11866952035724432,90308.65,90715.46071428571,89088.21785714285,2025-11-20T15:10:00+00:00,90715.46071428571,2025-11-20T15:20:00+00:00,-48.27603234047422,stop_loss
BTCUSD,SELL,0.13340047420261472,90094.55,90454.62857142858,89014.31428571428,2025-11-20T15:50:00+00:00,89014.31428571428,2025-11-20T16:05:00+00:00,144.1039565363155,take_profit
BTCUSD,SELL,0.2686552554258119,85309.4,85490.87857142856,84764.96428571429,2025-11-21T07:15:00+00:00,84764.96428571429,2025-11-21T07:30:00+00:00,146.26551588436024,take_profit
BTCUSD,SELL,0.12262032965588944,83367.4,83770.97499999999,82156.675,2025-11-21T07:30:00+00:00,83770.97499999999,2025-11-21T07:35:00+00:00,-49.48649954087522,stop_loss
BTCUSD,SELL,0.1763667140675476,82537.55,82816.7357142857,81699.99285714288,2025-11-21T09:40:00+00:00,81699.99285714288,2025-11-21T10:00:00+00:00,147.7172011295151,take_profit
BTCUSD,SELL,0.29050139822027893,83765.3,83937.33928571429,83249.18214285714,2025-11-22T10:20:00+00:00,83937.33928571429,2025-11-22T11:05:00+00:00,-49.97765304881842,stop_loss
BTCUSD,BUY,0.3053392280739768,84376.05,84213.1892857143,84864.63214285715,2025-11-22T14:10:00+00:00,84213.1892857143,2025-11-22T14:45:00+00:00,-49.72776478357432,stop_loss
BTCUSD,BUY,0.3366090497279619,84765.7,84618.70714285714,85206.67857142858,2025-11-22T16:40:00+00:00,84618.70714285714,2025-11-22T16:50:00+00:00,-49.47912595965646,stop_loss
BTCUSD,BUY,0.4094844490363792,86093.35,85973.12142857144,86454.03571428572,2025-11-23T08:55:00+00:00,85973.12142857144,2025-11-23T11:00:00+00:00,-49.23173032985817,stop_loss
BTCUSD,BUY,0.348067808706775,86557.4,86416.66428571429,86979.60714285713,2025-11-23T12:10:00+00:00,86416.66428571429,2025-11-23T13:10:00+00:00,-48.985571678208885,stop_loss
BTCUSD,BUY,0.27176813169940384,86888.35,86709.00357142858,87426.3892857143,2025-11-23T13:55:00+00:00,86709.00357142858,2025-11-23T14:15:00+00:00,-48.740643819817834,stop_loss
BTCUSD,SELL,0.29226971800437607,86533.15,86699.08214285714,86035.35357142857,2025-11-24T09:05:00+00:00,86035.35357142857,2025-11-24T09:20:00+00:00,145.49082180215623,take_profit
BTCUSD,SELL,0.2719418842358215,86002.75,86183.76071428572,85459.71785714285,2025-11-24T09:20:00+00:00,86183.76071428572,2025-11-24T11:35:00+00:00,-49.22439470972952,stop_loss
BTCUSD,SELL,0.2028145814151621,85526.5,85767.99285714286,84802.02142857142,2025-11-24T14:40:00+00:00,85767.99285714286,2025-11-24T14:50:00+00:00,-48.97827273618087,stop_loss
BTCUSD,SELL,0.36813648044837405,87394.4,87526.77857142857,86997.26428571426,2025-11-25T07:50:00+00:00,87526.77857142857,2025-11-25T08:20:00+00:00,-48.73338137249996,stop_loss
BTCUSD,SELL,0.37171111127358025,87220.85,87351.3,86829.50000000001,2025-11-25T08:45:00+00:00,86829.50000000001,2025-11-25T09:10:00+00:00,145.4691433969124,take_profit
BTCUSD,SELL,0.38504545546614966,86816.55,86944.37142857144,86433.08571428571,2025-11-25T09:10:00+00:00,86944.37142857144,2025-11-25T09:40:00+00:00,-49.21706018262203,stop_loss
BTCUSD,BUY,0.5489799802569609,87906.85,87817.64642857143,88174.46071428571,2025-11-26T07:55:00+00:00,87817.64642857143,2025-11-26T08:00:00+00:00,-48.97097488170892,stop_loss
BTCUSD,SELL,0.5618000247907671,87287.05,87373.78214285715,87026.85357142858,2025-11-26T09:05:00+00:00,87373.78214285715,2025-11-26T09:10:00+00:00,-48.72612000730037,stop_loss
