symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,10000.0,13538.439285714208,3538.4392857142084,35.38439285714208,360,31.11111111111111,1.283362310318478,362.9785714285754,-203.40535714285943,1544,1184,/Users/vishaljani/Documents/CapitalAlgo/reports/full_current_btc_gold_fixed/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260516T235500
GOLD,ok,mean_reversion,10000.0,10722.743928571432,722.7439285714318,7.227439285714317,311,59.163987138263664,1.082842372405732,202.11642857142579,-274.1919642857147,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/full_current_btc_gold_fixed/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
