symbol,status,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
GBPJPY,ok,10000.0,10003.279750000007,3.2797500000069704,0.0327975000000697,40,85.0,3.2815652173913854,0.5619999999999834,-0.47450000000000614,48,8,/Users/vishaljani/Documents/CapitalAlgo/reports/fixed_size_1_fx_pullback_core3/individual_runs/GBPJPY_MINUTE_20260217T000000_20260515T205900
EURJPY,ok,10000.0,10001.584249999998,1.5842499999980646,0.015842499999980646,37,78.37837837837837,2.142213410238053,0.5229999999999961,-0.24450000000001637,48,11,/Users/vishaljani/Documents/CapitalAlgo/reports/fixed_size_1_fx_pullback_core3/individual_runs/EURJPY_MINUTE_20260217T000000_20260515T205900
EURUSD,ok,10000.0,10000.003235,0.0032350000001315493,3.23500000013155e-05,31,80.64516129032258,1.4342281879195515,0.0015199999999999658,-0.0025399999999999867,45,14,/Users/vishaljani/Documents/CapitalAlgo/reports/fixed_size_1_fx_pullback_core3/individual_runs/EURUSD_MINUTE_20260217T000000_20260515T205900
