symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,10000.0,14816.53075185852,4816.53075185852,48.165307518585195,435,39.54022988505747,1.300609445008136,147.43550178473967,-74.4549284012991,623,188,/Users/vishaljani/Documents/CapitalAlgo/reports/fresh_btc_gold_hybrid/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260516T235500
GOLD,ok,mean_reversion,10000.0,10724.227907420014,724.2279074200142,7.242279074200142,310,58.06451612903226,1.1055136986862433,43.7775086122673,-54.94077330839546,843,533,/Users/vishaljani/Documents/CapitalAlgo/reports/fresh_btc_gold_hybrid/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
