symbol,status,strategy_type,starting_balance,ending_balance,net_profit,total_return_pct,trade_count,win_rate_pct,profit_factor,best_trade,worst_trade,generated_signals,risk_rejected_signals,report_directory
BTCUSD,ok,breakout,10000.0,14888.807417356773,4888.807417356773,48.88807417356773,360,31.11111111111111,1.3412960035659878,224.58820951922564,-75.98567755400929,1544,1184,/Users/vishaljani/Documents/CapitalAlgo/reports/dd_reduced_btc_gold_hybrid/individual_runs/BTCUSD_MINUTE_5_20251117T000000_20260516T235500
GOLD,ok,mean_reversion,10000.0,11061.94879649691,1061.9487964969103,10.619487964969103,311,59.163987138263664,1.1550729505892383,45.15612339533033,-56.67093486113957,835,524,/Users/vishaljani/Documents/CapitalAlgo/reports/dd_reduced_btc_gold_hybrid/individual_runs/GOLD_MINUTE_5_20251117T000000_20260515T205000
